{'M_BLOCKING=12_avg': 250.472, 'M_BLOCKING=12_best': 250.472, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 251.084, 'M_BLOCKING=16_best': 251.084, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 247.842, 'M_BLOCKING=1_best': 247.842, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 248.56100000000004, 'M_BLOCKING=2_best': 248.56100000000004, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 248.172, 'M_BLOCKING=3_best': 248.172, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 248.908, 'M_BLOCKING=6_best': 248.908, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 244.351, 'xsmm_reference_best': 244.351, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 343.86, 'M_BLOCKING=12_best': 343.86, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 342.66700000000003, 'M_BLOCKING=16_best': 342.66700000000003, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 343.121, 'M_BLOCKING=1_best': 343.121, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 343.771, 'M_BLOCKING=2_best': 343.771, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 347.27599999999995, 'M_BLOCKING=3_best': 347.27599999999995, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 346.102, 'M_BLOCKING=6_best': 346.102, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 363.501, 'xsmm_reference_best': 363.501, 'xsmm_reference_cpu_freq': 2.999937, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 441.277, 'M_BLOCKING=12_best': 441.277, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 426.404, 'M_BLOCKING=16_best': 426.404, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 394.178, 'M_BLOCKING=1_best': 394.178, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 396.296, 'M_BLOCKING=2_best': 396.296, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 397.41499999999996, 'M_BLOCKING=3_best': 397.41499999999996, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 409.234, 'M_BLOCKING=6_best': 409.234, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 399.153, 'xsmm_reference_best': 399.153, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 535.326, 'M_BLOCKING=12_best': 535.326, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 517.737, 'M_BLOCKING=16_best': 517.737, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 444.857, 'M_BLOCKING=1_best': 444.857, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 444.403, 'M_BLOCKING=2_best': 444.403, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 442.04499999999996, 'M_BLOCKING=3_best': 442.04499999999996, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 456.60299999999995, 'M_BLOCKING=6_best': 456.60299999999995, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 369.312, 'xsmm_reference_best': 369.312, 'xsmm_reference_cpu_freq': 2.999973, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 248.64700000000005, 'M_BLOCKING=12_best': 248.64700000000005, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 249.307, 'M_BLOCKING=16_best': 249.307, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 249.04899999999998, 'M_BLOCKING=1_best': 249.04899999999998, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 248.203, 'M_BLOCKING=2_best': 248.203, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 249.24800000000005, 'M_BLOCKING=3_best': 249.24800000000005, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 248.672, 'M_BLOCKING=6_best': 248.672, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 253.135, 'xsmm_reference_best': 253.135, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 489.8, 'M_BLOCKING=12_best': 489.8, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 477.598, 'M_BLOCKING=16_best': 477.598, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 421.578, 'M_BLOCKING=1_best': 421.578, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 421.01700000000005, 'M_BLOCKING=2_best': 421.01700000000005, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 424.084, 'M_BLOCKING=3_best': 424.084, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 430.175, 'M_BLOCKING=6_best': 430.175, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 378.5, 'xsmm_reference_best': 378.5, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 679.89, 'M_BLOCKING=12_best': 679.89, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 658.515, 'M_BLOCKING=16_best': 658.515, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 556.424, 'M_BLOCKING=1_best': 556.424, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 521.385, 'M_BLOCKING=2_best': 521.385, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 535.131, 'M_BLOCKING=3_best': 535.131, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 574.212, 'M_BLOCKING=6_best': 574.212, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 556.797, 'xsmm_reference_best': 556.797, 'xsmm_reference_cpu_freq': 2.999986, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 863.7760000000001, 'M_BLOCKING=12_best': 863.7760000000001, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 813.906, 'M_BLOCKING=16_best': 813.906, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 760.388, 'M_BLOCKING=1_best': 760.388, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 665.1600000000001, 'M_BLOCKING=2_best': 665.1600000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 704.3140000000001, 'M_BLOCKING=3_best': 704.3140000000001, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 774.381, 'M_BLOCKING=6_best': 774.381, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 689.655, 'xsmm_reference_best': 689.655, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 1024.889, 'M_BLOCKING=12_best': 1024.889, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 957.304, 'M_BLOCKING=16_best': 957.304, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 992.088, 'M_BLOCKING=1_best': 992.088, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 851.664, 'M_BLOCKING=2_best': 851.664, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 879.721, 'M_BLOCKING=3_best': 879.721, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 980.559, 'M_BLOCKING=6_best': 980.559, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1209.4470000000001, 'xsmm_reference_best': 1209.4470000000001, 'xsmm_reference_cpu_freq': 2.999914, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=12_avg': 1173.992, 'M_BLOCKING=12_best': 1173.992, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 1106.699, 'M_BLOCKING=16_best': 1106.699, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1252.154, 'M_BLOCKING=1_best': 1252.154, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1051.15, 'M_BLOCKING=2_best': 1051.15, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 1084.87, 'M_BLOCKING=3_best': 1084.87, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 1173.8, 'M_BLOCKING=6_best': 1173.8, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1208.925, 'xsmm_reference_best': 1208.925, 'xsmm_reference_cpu_freq': 2.999918, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=12_avg': 390.676, 'M_BLOCKING=12_best': 390.676, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 383.202, 'M_BLOCKING=16_best': 383.202, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 372.129, 'M_BLOCKING=1_best': 372.129, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 373.674, 'M_BLOCKING=2_best': 373.674, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 380.72400000000005, 'M_BLOCKING=3_best': 380.72400000000005, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 387.27, 'M_BLOCKING=6_best': 387.27, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 392.097, 'xsmm_reference_best': 392.097, 'xsmm_reference_cpu_freq': 2.999948, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 580.332, 'M_BLOCKING=12_best': 580.332, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 562.697, 'M_BLOCKING=16_best': 562.697, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 473.437, 'M_BLOCKING=1_best': 473.437, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 470.073, 'M_BLOCKING=2_best': 470.073, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 464.429, 'M_BLOCKING=3_best': 464.429, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 485.115, 'M_BLOCKING=6_best': 485.115, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.15_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 322.967, 'xsmm_reference_best': 322.967, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 770.725, 'M_BLOCKING=12_best': 770.725, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 732.828, 'M_BLOCKING=16_best': 732.828, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 654.2049999999999, 'M_BLOCKING=1_best': 654.2049999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 588.068, 'M_BLOCKING=2_best': 588.068, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 600.462, 'M_BLOCKING=3_best': 600.462, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 671.223, 'M_BLOCKING=6_best': 671.223, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.25_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 588.787, 'xsmm_reference_best': 588.787, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 342.773, 'M_BLOCKING=12_best': 342.773, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 343.981, 'M_BLOCKING=16_best': 343.981, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 340.217, 'M_BLOCKING=1_best': 340.217, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 342.23199999999997, 'M_BLOCKING=2_best': 342.23199999999997, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 342.255, 'M_BLOCKING=3_best': 342.255, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 340.96799999999996, 'M_BLOCKING=6_best': 340.96799999999996, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.025_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 355.909, 'xsmm_reference_best': 355.909, 'xsmm_reference_cpu_freq': 2.999967, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 434.644, 'M_BLOCKING=12_best': 434.644, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 423.261, 'M_BLOCKING=16_best': 423.261, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 393.365, 'M_BLOCKING=1_best': 393.365, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 394.108, 'M_BLOCKING=2_best': 394.108, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 394.307, 'M_BLOCKING=3_best': 394.307, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 405.70500000000004, 'M_BLOCKING=6_best': 405.70500000000004, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.075_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 404.234, 'xsmm_reference_best': 404.234, 'xsmm_reference_cpu_freq': 2.999926, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 531.273, 'M_BLOCKING=12_best': 531.273, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 516.8399999999999, 'M_BLOCKING=16_best': 516.8399999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 444.75199999999995, 'M_BLOCKING=1_best': 444.75199999999995, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 441.905, 'M_BLOCKING=2_best': 441.905, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 444.392, 'M_BLOCKING=3_best': 444.392, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 455.292, 'M_BLOCKING=6_best': 455.292, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.125_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 376.31, 'xsmm_reference_best': 376.31, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 312.552, 'M_BLOCKING=12_best': 312.552, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 308.27, 'M_BLOCKING=16_best': 308.27, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 305.931, 'M_BLOCKING=1_best': 305.931, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 311.49800000000005, 'M_BLOCKING=2_best': 311.49800000000005, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 311.739, 'M_BLOCKING=3_best': 311.739, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 312.96500000000003, 'M_BLOCKING=6_best': 312.96500000000003, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_row/q_16/r_32_c_128_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 321.957, 'xsmm_reference_best': 321.957, 'xsmm_reference_cpu_freq': 2.999965, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 352.797, 'M_BLOCKING=12_best': 352.797, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 353.71400000000006, 'M_BLOCKING=16_best': 353.71400000000006, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 347.83900000000006, 'M_BLOCKING=1_best': 347.83900000000006, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 347.08, 'M_BLOCKING=2_best': 347.08, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 350.595, 'M_BLOCKING=3_best': 350.595, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 353.839, 'M_BLOCKING=6_best': 353.839, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_row/q_16/r_64_c_128_p_0.05_uniq_16.txt', 'size_n': 1500000, 'xsmm_reference_avg': 377.63, 'xsmm_reference_best': 377.63, 'xsmm_reference_cpu_freq': 2.999912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 386.304, 'M_BLOCKING=12_best': 386.304, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 382.51099999999997, 'M_BLOCKING=16_best': 382.51099999999997, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 371.557, 'M_BLOCKING=1_best': 371.557, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 372.749, 'M_BLOCKING=2_best': 372.749, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 380.65099999999995, 'M_BLOCKING=3_best': 380.65099999999995, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 385.362, 'M_BLOCKING=6_best': 385.362, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_row/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 395.828, 'xsmm_reference_best': 395.828, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 424.714, 'M_BLOCKING=12_best': 424.714, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 411.32899999999995, 'M_BLOCKING=16_best': 411.32899999999995, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 385.726, 'M_BLOCKING=1_best': 385.726, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 385.78599999999994, 'M_BLOCKING=2_best': 385.78599999999994, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 397.942, 'M_BLOCKING=3_best': 397.942, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 403.916, 'M_BLOCKING=6_best': 403.916, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_row/q_16/r_256_c_128_p_0.05_uniq_16.txt', 'size_n': 750000, 'xsmm_reference_avg': 369.551, 'xsmm_reference_best': 369.551, 'xsmm_reference_cpu_freq': 2.999914, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 450.981, 'M_BLOCKING=12_best': 450.981, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 432.279, 'M_BLOCKING=16_best': 432.279, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 398.197, 'M_BLOCKING=1_best': 398.197, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 399.402, 'M_BLOCKING=2_best': 399.402, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 404.413, 'M_BLOCKING=3_best': 404.413, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 415.296, 'M_BLOCKING=6_best': 415.296, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_row/q_16/r_512_c_128_p_0.05_uniq_16.txt', 'size_n': 450000, 'xsmm_reference_avg': 351.03200000000004, 'xsmm_reference_best': 351.03200000000004, 'xsmm_reference_cpu_freq': 2.999968, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 556.244, 'M_BLOCKING=12_best': 556.244, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 528.272, 'M_BLOCKING=16_best': 528.272, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 484.86800000000005, 'M_BLOCKING=1_best': 484.86800000000005, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 490.435, 'M_BLOCKING=2_best': 490.435, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 493.455, 'M_BLOCKING=3_best': 493.455, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 495.338, 'M_BLOCKING=6_best': 495.338, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_row/q_16/r_1024_c_128_p_0.05_uniq_16.txt', 'size_n': 249984, 'xsmm_reference_avg': 486.324, 'xsmm_reference_best': 486.324, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'sparse'}
